"id","description","last_updated"
"2343525","Strudel, cheese","2022-10-03"
"2343526","Strudel, peach","2022-10-03"
"2343527","Baklava","2022-10-03"
"2343528","Basbousa","2022-10-03"
"2343529","Turnover, fruit","2022-10-03"
"2343530","Pastry, fruit-filled","2022-10-03"
"2343531","Pastry, made with bean or lotus seed paste filling, baked","2022-10-03"
"2343532","Pastry, made with bean paste and salted egg yolk filling, baked","2022-10-03"
"2343533","Pastry, Chinese, made with rice flour","2022-10-03"
"2343534","Pastry, cookie type, fried","2022-10-03"
"2343535","Pastry, Italian, with cheese","2022-10-03"
"2343536","Pastry, puff","2022-10-03"
"2343537","Pastry, puff, custard or cream filled, iced or not iced","2022-10-03"
"2343538","Cheese pastry puffs","2022-10-03"
"2343539","Pastry, mainly flour and water, fried","2022-10-03"
"2343540","Empanada, fruit","2022-10-03"
"2343541","Breakfast pastry, NFS","2022-10-03"
"2343542","Danish pastry, plain or spice","2022-10-03"
"2343543","Danish pastry, with fruit","2022-10-03"
"2343544","Danish pastry, with cheese","2022-10-03"
"2343545","Doughnut, NFS","2022-10-03"
"2343546","Doughnut, cake type, plain","2022-10-03"
"2343547","Doughnut, chocolate","2022-10-03"
"2343548","Doughnut, cake type, powdered sugar","2022-10-03"
"2343549","Doughnut, cake type, with icing","2022-10-03"
"2343550","Doughnut, cake type, chocolate icing","2022-10-03"
"2343551","Doughnut, chocolate, with chocolate icing","2022-10-03"
"2343552","Doughnut holes","2022-10-03"
"2343553","Churros","2022-10-03"
"2343554","Beignet","2022-10-03"
"2343555","Doughnut, yeast type","2022-10-03"
"2343556","Doughnut, yeast type, with chocolate icing","2022-10-03"
"2343557","Doughnut, jelly","2022-10-03"
"2343558","Doughnut, custard-filled","2022-10-03"
"2343559","Doughnut, custard-filled, with icing","2022-10-03"
"2343560","Breakfast tart","2022-10-03"
"2343561","Breakfast tart, lowfat","2022-10-03"
"2343562","Coffee cake, crumb or quick-bread type","2022-10-03"
"2343563","Coffee cake, crumb or quick-bread type, with fruit","2022-10-03"
"2343564","Coffee cake, crumb or quick-bread type, cheese-filled","2022-10-03"
"2343565","Cereal or granola bar (General Mills Fiber One Chewy Bar)","2022-10-03"
"2343566","Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)","2022-10-03"
"2343567","Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar)","2022-10-03"
"2343568","Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar)","2022-10-03"
"2343569","Milk 'n Cereal bar","2022-10-03"
"2343570","Cereal or granola bar (Kellogg's Special K bar)","2022-10-03"
"2343571","Cereal or granola bar (Kashi Chewy)","2022-10-03"
"2343572","Cereal or granola bar (Kashi Crunchy)","2022-10-03"
"2343573","Cereal or granola bar (KIND Fruit and Nut Bar)","2022-10-03"
"2343574","Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix)","2022-10-03"
"2343575","Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)","2022-10-03"
"2343576","Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar)","2022-10-03"
"2343577","Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)","2022-10-03"
"2343578","Cereal or granola bar (Quaker Chewy Granola Bar)","2022-10-03"
"2343579","Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)","2022-10-03"
"2343580","Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar)","2022-10-03"
"2343581","Cereal or granola bar (Quaker Chewy Dipps Granola Bar)","2022-10-03"
"2343582","Cereal or granola bar (Quaker Granola Bites)","2022-10-03"
"2343583","Snack bar, oatmeal","2022-10-03"
"2343584","Cereal or Granola bar, NFS","2022-10-03"
"2343585","Cereal or granola bar, lowfat, NFS","2022-10-03"
"2343586","Cereal or granola bar, nonfat","2022-10-03"
"2343587","Cereal or granola bar, reduced sugar, NFS","2022-10-03"
"2343588","Cereal or granola bar, fruit and nut","2022-10-03"
"2343589","Cereal or granola bar, peanuts , oats, sugar, wheat germ","2022-10-03"
"2343590","Cereal or granola bar, chocolate coated, NFS","2022-10-03"
"2343591","Cereal or granola bar, with coconut, chocolate coated","2022-10-03"
"2343592","Cereal or granola bar with nuts, chocolate coated","2022-10-03"
"2343593","Cereal or granola bar, oats, nuts, coated with non-chocolate coating","2022-10-03"
"2343594","Cereal or granola bar, coated with non-chocolate coating","2022-10-03"
"2343595","Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating","2022-10-03"
"2343596","Cereal or granola bar, with rice cereal","2022-10-03"
"2343597","Breakfast bar, NFS","2022-10-03"
"2343598","Breakfast bar, date, with yogurt coating","2022-10-03"
"2343599","Breakfast bar, cereal crust with fruit filling, lowfat","2022-10-03"
"2343600","Nutrition bar (Balance Original Bar)","2022-10-03"
"2343601","Nutrition bar (Clif Bar)","2022-10-03"
"2343602","Nutrition bar (Clif Kids Organic Zbar)","2022-10-03"
"2343603","Nutrition bar (PowerBar)","2022-10-03"
"2343604","Nutrition bar (Slim Fast Original Meal Bar)","2022-10-03"
"2343605","Nutrition bar (Snickers Marathon Protein Bar)","2022-10-03"
"2343606","Nutrition bar (South Beach Living Meal Bar)","2022-10-03"
"2343607","Nutrition bar (South Beach Living High Protein Bar)","2022-10-03"
"2343608","Nutrition bar (Tiger's Milk)","2022-10-03"
"2343609","Nutrition bar (Zone Perfect Classic Crunch)","2022-10-03"
"2343610","Nutrition bar or meal replacement bar, NFS","2022-10-03"
"2343611","Baby Toddler snack, NFS","2022-10-03"
"2343612","Baby Toddler bar","2022-10-03"
"2343613","Baby Toddler cookie","2022-10-03"
"2343614","Baby Toddler biscuit","2022-10-03"
"2343615","Crackers, NFS","2022-10-03"
"2343616","Graham crackers","2022-10-03"
"2343617","Graham crackers (Teddy Grahams)","2022-10-03"
"2343618","Graham crackers, chocolate covered","2022-10-03"
"2343619","Crackers, oatmeal","2022-10-03"
"2343620","Crackers, Cuban","2022-10-03"
"2343621","Graham crackers, reduced fat","2022-10-03"
"2343622","Graham crackers, sandwich, with filling","2022-10-03"
"2343623","Crackers, breakfast biscuit","2022-10-03"
"2343624","Crackers, butter, reduced sodium","2022-10-03"
"2343625","Crackers, matzo, reduced sodium","2022-10-03"
"2343626","Crackers, saltine, reduced sodium","2022-10-03"
"2343627","Crackers, wheat, reduced sodium","2022-10-03"
"2343628","Crackers, woven wheat, reduced sodium","2022-10-03"
"2343629","Crackers, butter, plain","2022-10-03"
"2343630","Crackers, butter, flavored","2022-10-03"
"2343631","Crackers, butter (Ritz)","2022-10-03"
"2343632","Crackers, butter, reduced fat","2022-10-03"
"2343633","Crackers, cheese","2022-10-03"
"2343634","Crackers, cheese (Cheez-It)","2022-10-03"
"2343635","Crackers, cheese (Goldfish)","2022-10-03"
"2343636","Crackers, cheese, reduced fat","2022-10-03"
"2343637","Crackers, cheese, reduced sodium","2022-10-03"
"2343638","Crackers, cheese, whole grain","2022-10-03"
"2343639","Crackers, crispbread","2022-10-03"
"2343640","Crackers, flatbread","2022-10-03"
"2343641","Crackers, matzo","2022-10-03"
"2343642","Crackers, milk","2022-10-03"
"2343643","Crackers, oyster","2022-10-03"
"2343644","Chips, rice","2022-10-03"
"2343645","Rice cake","2022-10-03"
"2343646","Crackers, rice","2022-10-03"
"2343647","Crackers, rice and nuts","2022-10-03"
"2343648","Popcorn cake","2022-10-03"
"2343649","Rice paper","2022-10-03"
"2343650","Crackers, saltine","2022-10-03"
"2343651","Crackers, saltine, reduced fat","2022-10-03"
"2343652","Crackers, saltine, multigrain","2022-10-03"
"2343653","Crackers, multigrain","2022-10-03"
"2343654","Crackers, sandwich","2022-10-03"
"2343655","Crackers, sandwich, peanut butter filled","2022-10-03"
"2343656","Crackers, sandwich, peanut butter filled (Ritz)","2022-10-03"
"2343657","Crackers, sandwich, reduced fat, peanut butter filled","2022-10-03"
"2343658","Crackers, whole grain, sandwich, peanut butter filled","2022-10-03"
"2343659","Crackers, sandwich, cheese filled","2022-10-03"
"2343660","Crackers, sandwich, cheese filled (Ritz)","2022-10-03"
"2343661","Crackers, water","2022-10-03"
"2343662","Crackers, wonton","2022-10-03"
"2343663","Crackers, woven wheat","2022-10-03"
"2343664","Crackers, woven wheat, plain (Triscuit)","2022-10-03"
"2343665","Crackers, woven wheat, flavored (Triscuit)","2022-10-03"
"2343666","Crackers, woven wheat, reduced fat","2022-10-03"
"2343667","Crackers, wheat","2022-10-03"
"2343668","Crackers, wheat, plain (Wheat Thins)","2022-10-03"
"2343669","Crackers, wheat, flavored (Wheat Thins)","2022-10-03"
"2343670","Crackers, wheat, reduced fat","2022-10-03"
"2343671","Crackers, gluten free, plain","2022-10-03"
"2343672","Crackers, gluten free, flavored","2022-10-03"
"2343673","Baby Toddler crackers","2022-10-03"
"2343674","Baby Toddler puffs, fruit","2022-10-03"
"2343675","Baby Toddler puffs, vegetable","2022-10-03"
"2343676","Baby Toddler crunchies","2022-10-03"
"2343677","Baby Toddler wheels","2022-10-03"
"2343678","Corn nuts","2022-10-03"
"2343679","Corn chips, plain","2022-10-03"
"2343680","Corn chips, flavored","2022-10-03"
"2343681","Corn chips, plain (Fritos)","2022-10-03"
"2343682","Corn chips, flavored (Fritos)","2022-10-03"
"2343683","Cheese flavored corn snacks","2022-10-03"
"2343684","Cheese flavored corn snacks, reduced fat","2022-10-03"
"2343685","Tortilla chips, plain","2022-10-03"
"2343686","Cheese flavored corn snacks (Cheetos)","2022-10-03"
"2343687","Tortilla chips, flavored","2022-10-03"
"2343688","Corn chips, reduced sodium","2022-10-03"
"2343689","Tortilla chips, nacho cheese flavor (Doritos)","2022-10-03"
"2343690","Tortilla chips, cool ranch flavor (Doritos)","2022-10-03"
"2343691","Tortilla chips, other flavors (Doritos)","2022-10-03"
"2343692","Tortilla chips, reduced fat, plain","2022-10-03"
"2343693","Tortilla chips, reduced fat, flavored","2022-10-03"
"2343694","Tortilla chips, low fat, unsalted","2022-10-03"
"2343695","Tortilla chips, reduced sodium","2022-10-03"
"2343696","Snack mix","2022-10-03"
"2343697","Potato chips, restructured, multigrain","2022-10-03"
"2343698","Pita chips","2022-10-03"
"2343699","Popcorn, NFS","2022-10-03"
"2343700","Popcorn, movie theater, with added butter","2022-10-03"
"2343701","Popcorn, movie theater, no butter added","2022-10-03"
"2343702","Popcorn, air-popped, no butter added","2022-10-03"
"2343703","Popcorn, air-popped, with added butter","2022-10-03"
"2343704","Popcorn, popped in oil, no butter added","2022-10-03"
"2343705","Popcorn, popped in oil, with added butter","2022-10-03"
"2343706","Popcorn, microwave, NFS","2022-10-03"
"2343707","Popcorn, microwave, plain","2022-10-03"
"2343708","Popcorn, microwave, plain, light","2022-10-03"
"2343709","Popcorn, microwave, low sodium","2022-10-03"
"2343710","Popcorn, microwave, butter flavored","2022-10-03"
"2343711","Popcorn, microwave, flavored, light","2022-10-03"
"2343712","Popcorn, microwave, cheese flavored","2022-10-03"
"2343713","Popcorn, microwave, kettle","2022-10-03"
"2343714","Popcorn, ready-to-eat, NFS","2022-10-03"
"2343715","Popcorn, ready-to-eat, plain","2022-10-03"
"2343716","Popcorn, ready-to-eat, plain, light","2022-10-03"
"2343717","Popcorn, ready-to-eat, low sodium","2022-10-03"
"2343718","Popcorn, ready-to-eat, butter flavored","2022-10-03"
"2343719","Popcorn, ready-to-eat, cheese flavored","2022-10-03"
"2343720","Popcorn, ready-to-eat, flavored, light","2022-10-03"
"2343721","Popcorn, ready-to-eat, kettle","2022-10-03"
"2343722","Popcorn, caramel coated","2022-10-03"
"2343723","Popcorn, caramel coated, with nuts","2022-10-03"
"2343724","Popcorn, chocolate coated","2022-10-03"
"2343725","Popcorn chips, plain","2022-10-03"
"2343726","Popcorn chips, other flavors","2022-10-03"
"2343727","Popcorn chips, sweet flavors","2022-10-03"
"2343728","Onion flavored rings","2022-10-03"
"2343729","Shrimp chips","2022-10-03"
"2343730","Pretzels, NFS","2022-10-03"
"2343731","Pretzels, hard, NFS","2022-10-03"
"2343732","Pretzels, hard, plain, salted","2022-10-03"
"2343733","Pretzels, hard, plain, lightly salted","2022-10-03"
"2343734","Pretzels, hard, plain, unsalted","2022-10-03"
"2343735","Pretzels, hard, flavored","2022-10-03"
"2343736","Pretzels, hard, multigrain","2022-10-03"
"2343737","Pretzels, hard, plain, gluten free","2022-10-03"
"2343738","Pretzels, hard, flavored, gluten free","2022-10-03"
"2343739","Pretzel chips, hard, plain","2022-10-03"
"2343740","Pretzel chips, hard, flavored","2022-10-03"
"2343741","Pretzel chips, hard, gluten free","2022-10-03"
"2343742","Pretzels, hard, coated, NFS","2022-10-03"
"2343743","Pretzels, hard, chocolate coated","2022-10-03"
"2343744","Pretzels, hard, white chocolate coated","2022-10-03"
"2343745","Pretzels, hard, yogurt coated","2022-10-03"
"2343746","Pretzels, hard, coated, gluten free","2022-10-03"
"2343747","Pretzels, hard, filled, NFS","2022-10-03"
"2343748","Pretzels, hard, cheese filled","2022-10-03"
"2343749","Pretzels, hard, peanut butter filled","2022-10-03"
"2343750","Pretzels, soft, NFS","2022-10-03"
"2343751","Pretzels, soft, ready-to-eat, NFS","2022-10-03"
"2343752","Pretzels, soft, ready-to-eat, salted, buttered","2022-10-03"
"2343753","Pretzels, soft, ready-to-eat, unsalted, buttered","2022-10-03"
"2343754","Pretzels, soft, ready-to-eat, salted, no butter","2022-10-03"
"2343755","Pretzels, soft, ready-to-eat, unsalted, no butter","2022-10-03"
"2343756","Pretzels, soft, ready-to-eat, cinnamon sugar coated","2022-10-03"
"2343757","Pretzels, soft, ready-to-eat, coated or flavored","2022-10-03"
"2343758","Pretzels, soft, ready-to-eat, topped with meat","2022-10-03"
"2343759","Pretzels, soft, ready-to-eat, topped with cheese","2022-10-03"
"2343760","Pretzels, soft, from frozen, NFS","2022-10-03"
"2343761","Pretzels, soft, from frozen, salted","2022-10-03"
"2343762","Pretzels, soft, from frozen, unsalted","2022-10-03"
"2343763","Pretzels, soft, from frozen, cinnamon sugar coated","2022-10-03"
"2343764","Pretzels, soft, from frozen, coated or flavored","2022-10-03"
"2343765","Pretzels, soft, from frozen, topped with meat","2022-10-03"
"2343766","Pretzels, soft, from frozen, topped with cheese","2022-10-03"
"2343767","Pretzels, soft, filled with cheese","2022-10-03"
"2343768","Pretzels, soft, from school lunch","2022-10-03"
"2343769","Pretzels, soft, multigrain","2022-10-03"
"2343770","Pretzels, soft, gluten free","2022-10-03"
"2343771","Pretzels, soft, gluten free, cinnamon sugar coated","2022-10-03"
"2343772","Pretzels, soft, gluten free, coated or flavored","2022-10-03"
"2343773","Multigrain chips (Sun Chips)","2022-10-03"
"2343774","Snack mix, plain (Chex Mix)","2022-10-03"
"2343775","Bagel chips","2022-10-03"
"2343776","Cracker chips","2022-10-03"
"2343777","Pancakes, NFS","2022-10-03"
"2343778","Pancakes, plain, frozen","2022-10-03"
"2343779","Pancakes, fruit, frozen","2022-10-03"
"2343780","Pancakes, chocolate, frozen","2022-10-03"
"2343781","Pancakes, whole grain, frozen","2022-10-03"
"2343782","Pancakes, plain, fast food / restaurant","2022-10-03"
"2343783","Pancakes, fruit, fast food / restaurant","2022-10-03"
"2343784","Pancakes, chocolate, fast food / restaurant","2022-10-03"
"2343785","Pancakes, whole grain, fast food / restaurant","2022-10-03"
"2343786","Pancakes, school","2022-10-03"
"2343787","Pancakes, plain","2022-10-03"
"2343788","Pancakes, plain, reduced fat","2022-10-03"
"2343789","Pancakes, fruit","2022-10-03"
"2343790","Pancakes, pumpkin","2022-10-03"
"2343791","Pancakes, chocolate","2022-10-03"
"2343792","Pancakes, whole grain","2022-10-03"
"2343793","Pancakes, whole grain, reduced fat","2022-10-03"
"2343794","Pancakes, gluten free","2022-10-03"
"2343795","Waffle, NFS","2022-10-03"
"2343796","Waffle, plain, frozen","2022-10-03"
"2343797","Waffle, plain, reduced fat","2022-10-03"
"2343798","Waffle, fruit, frozen","2022-10-03"
"2343799","Waffle, chocolate, frozen","2022-10-03"
"2343800","Waffle, whole grain, frozen","2022-10-03"
"2343801","Waffle, whole grain, reduced fat","2022-10-03"
"2343802","Waffle, whole grain, fruit, frozen","2022-10-03"
"2343803","Waffle, plain, fast food / restaurant","2022-10-03"
"2343804","Waffle, chocolate, fast food / restaurant","2022-10-03"
"2343805","Waffle, fruit, fast food / restaurant","2022-10-03"
"2343806","Waffle, whole grain, fast food / restaurant","2022-10-03"
"2343807","Waffle, school","2022-10-03"
"2343808","Waffle, plain","2022-10-03"
"2343809","Waffle, fruit","2022-10-03"
"2343810","Waffle, chocolate","2022-10-03"
"2343811","Waffle, cinnamon","2022-10-03"
"2343812","Waffle, whole grain","2022-10-03"
"2343813","Waffle, gluten free","2022-10-03"
"2343814","French toast, NFS","2022-10-03"
"2343815","French toast, frozen","2022-10-03"
"2343816","French toast, fast food / restaurant","2022-10-03"
"2343817","French toast, school","2022-10-03"
"2343818","French toast, plain","2022-10-03"
"2343819","French toast, whole grain","2022-10-03"
"2343820","French toast, gluten free","2022-10-03"
"2343821","French toast sticks","2022-10-03"
"2343822","French toast sticks, fast food / restaurant","2022-10-03"
